Airport_Code,Year,TotalClaims,Claim_Type,Total_Enplanement,PctClaims
LIH,2016,14,Passenger Property Loss,1458940,0.0010%
LIH,2016,8,Property Damage,1458940,0.0005%
LIH,2016,1,Personal Injury,1458940,0.0001%
LIH,2017,19,Passenger Property Loss,1535075,0.0012%
LIH,2017,10,Property Damage,1535075,0.0007%
LIH,2017,1,Personal Injury,1535075,0.0001%
LIT,2013,12,Passenger Property Loss,1055293,0.0011%
LIT,2013,2,Property Damage,1055293,0.0002%
LIT,2014,5,Property Damage,1005251,0.0005%
LIT,2014,4,Passenger Property Loss,1005251,0.0004%
LIT,2014,1,Motor Vehicle,1005251,0.0001%
LIT,2015,9,Property Damage,958510,0.0009%
LIT,2015,7,Passenger Property Loss,958510,0.0007%
LIT,2016,4,Property Damage,958824,0.0004%
LIT,2017,5,Property Damage,979530,0.0005%
LIT,2017,4,Passenger Property Loss,979530,0.0004%
LNK,2013,2,Property Damage,138787,0.0014%
LNK,2014,2,Property Damage,142205,0.0014%
LNK,2015,1,Property Damage,160525,0.0006%
LNK,2015,1,Passenger Property Loss,160525,0.0006%
LNK,2016,2,Property Damage,162876,0.0012%
LNY,2017,1,Passenger Property Loss,37993,0.0026%
LRD,2013,1,Property Damage,109773,0.0009%
LRD,2017,1,Property Damage,91462,0.0011%
LSE,2013,1,Passenger Property Loss,90297,0.0011%
LSE,2013,1,Property Damage,90297,0.0011%
LSE,2014,1,Passenger Property Loss,98869,0.0010%
LSE,2017,2,Property Damage,92101,0.0022%
LSE,2017,1,Passenger Property Loss,92101,0.0011%
LWS,2013,3,Passenger Property Loss,62209,0.0048%
LWS,2014,1,Property Damage,62479,0.0016%
LWS,2015,2,Property Damage,66579,0.0030%
LWS,2016,1,Property Damage,72724,0.0014%
LWS,2017,1,Passenger Property Loss,76729,0.0013%
LWS,2017,1,Property Damage,76729,0.0013%
LYH,2013,1,Property Damage,77795,0.0013%
LYH,2014,3,Passenger Property Loss,78876,0.0038%
LYH,2014,1,Personal Injury,78876,0.0013%
LYH,2015,3,Passenger Property Loss,75824,0.0040%
LYH,2015,1,Property Damage,75824,0.0013%
LYH,2016,1,Property Damage,75465,0.0013%
LYH,2016,1,Passenger Property Loss,75465,0.0013%
LYH,2017,2,Passenger Property Loss,82489,0.0024%
MAF,2013,3,Passenger Property Loss,506726,0.0006%
MAF,2013,1,Property Damage,506726,0.0002%
MAF,2014,3,Passenger Property Loss,547355,0.0005%
MAF,2014,1,Property Damage,547355,0.0002%
MAF,2015,1,Property Damage,518509,0.0002%
MAF,2015,1,Passenger Property Loss,518509,0.0002%
MAF,2016,2,Property Damage,471490,0.0004%
MAF,2016,1,Passenger Property Loss,471490,0.0002%
MAF,2017,4,Passenger Property Loss,516983,0.0008%
MAF,2017,2,Property Damage,516983,0.0004%
MBS,2013,1,Property Damage,120689,0.0008%
MBS,2014,1,Passenger Property Loss,122918,0.0008%
MBS,2015,1,Passenger Property Loss,119004,0.0008%
MBS,2016,2,Property Damage,122469,0.0016%
MBS,2016,1,Passenger Property Loss,122469,0.0008%
MBS,2017,2,Passenger Property Loss,110964,0.0018%
MBS,2017,1,Property Damage,110964,0.0009%
MCE,2016,1,Property Damage,9426,0.0106%
MCI,2013,3,Passenger Property Loss,4836221,0.0001%
MCI,2013,1,Property Damage,4836221,0.0000%
MCI,2014,2,Passenger Property Loss,4982722,0.0000%
MCI,2014,1,Property Damage,4982722,0.0000%
MCI,2015,7,Passenger Property Loss,5135127,0.0001%
MCI,2015,3,Property Damage,5135127,0.0001%
MCI,2016,7,Passenger Property Loss,5391557,0.0001%
MCI,2016,4,Property Damage,5391557,0.0001%
MCI,2017,8,Passenger Property Loss,5628581,0.0001%
MCI,2017,2,Property Damage,5628581,0.0000%
MCI,2017,1,Unknown,5628581,0.0000%
MCK,2017,1,Property Damage,2710,0.0369%
MCO,2013,220,Passenger Property Loss,16884524,0.0013%
MCO,2013,135,Property Damage,16884524,0.0008%
MCO,2013,4,Personal Injury,16884524,0.0000%
MCO,2013,1,Motor Vehicle,16884524,0.0000%
MCO,2013,1,Unknown,16884524,0.0000%
MCO,2014,201,Passenger Property Loss,17278608,0.0012%
MCO,2014,146,Property Damage,17278608,0.0008%
MCO,2014,2,Personal Injury,17278608,0.0000%
MCO,2014,1,Complaint,17278608,0.0000%
MCO,2015,191,Passenger Property Loss,18759938,0.0010%
MCO,2015,131,Property Damage,18759938,0.0007%
MCO,2015,3,Personal Injury,18759938,0.0000%
MCO,2015,1,Complaint,18759938,0.0000%
MCO,2016,218,Passenger Property Loss,20283541,0.0011%
MCO,2016,166,Property Damage,20283541,0.0008%
MCO,2016,3,Personal Injury,20283541,0.0000%
MCO,2016,2,Unknown,20283541,0.0000%
MCO,2016,2,Missed Flight,20283541,0.0000%
MCO,2016,1,Property Loss,20283541,0.0000%
MCO,2017,187,Passenger Property Loss,21565448,0.0009%
MCO,2017,173,Property Damage,21565448,0.0008%
MCO,2017,8,Personal Injury,21565448,0.0000%
MCO,2017,3,Missed Flight,21565448,0.0000%
MCO,2017,1,Unknown,21565448,0.0000%
MDT,2013,10,Passenger Property Loss,657650,0.0015%
MDT,2013,1,Property Damage,657650,0.0002%
MDT,2014,3,Property Damage,644048,0.0005%
MDT,2014,3,Passenger Property Loss,644048,0.0005%
MDT,2015,5,Property Damage,587049,0.0009%
MDT,2015,2,Passenger Property Loss,587049,0.0003%
MDT,2016,7,Property Damage,589511,0.0012%
MDT,2016,2,Passenger Property Loss,589511,0.0003%
MDT,2017,2,Property Damage,582291,0.0003%
MDT,2017,2,Passenger Property Loss,582291,0.0003%
MDW,2013,38,Passenger Property Loss,9915646,0.0004%
MDW,2013,25,Property Damage,9915646,0.0003%
MDW,2013,1,Personal Injury,9915646,0.0000%
MDW,2014,48,Passenger Property Loss,10311996,0.0005%
MDW,2014,38,Property Damage,10311996,0.0004%
MDW,2015,34,Passenger Property Loss,10830850,0.0003%
MDW,2015,22,Property Damage,10830850,0.0002%
MDW,2015,1,Personal Injury,10830850,0.0000%
MDW,2016,47,Passenger Property Loss,11044387,0.0004%
MDW,2016,19,Property Damage,11044387,0.0002%
MDW,2016,1,Personal Injury,11044387,0.0000%
MDW,2016,1,Complaint,11044387,0.0000%
MDW,2017,34,Passenger Property Loss,10912074,0.0003%
MDW,2017,17,Property Damage,10912074,0.0002%
MDW,2017,2,Personal Injury,10912074,0.0000%
MEM,2013,20,Passenger Property Loss,2301003,0.0009%
MEM,2013,11,Property Damage,2301003,0.0005%
MEM,2014,15,Passenger Property Loss,1800268,0.0008%
MEM,2014,10,Property Damage,1800268,0.0006%
MEM,2015,11,Passenger Property Loss,1873716,0.0006%
MEM,2015,10,Property Damage,1873716,0.0005%
MEM,2016,7,Passenger Property Loss,2016089,0.0003%
MEM,2016,5,Property Damage,2016089,0.0002%
MEM,2017,11,Passenger Property Loss,2102739,0.0005%
MEM,2017,9,Property Damage,2102739,0.0004%
MEM,2017,1,Passenger Theft,2102739,0.0000%
MFE,2013,2,Property Damage,335483,0.0006%
MFE,2014,2,Property Damage,385631,0.0005%
MFE,2014,2,Passenger Property Loss,385631,0.0005%
MFE,2015,2,Passenger Property Loss,391687,0.0005%
MFE,2015,1,Property Damage,391687,0.0003%
MFE,2016,3,Passenger Property Loss,355224,0.0008%
MFE,2017,3,Property Damage,336431,0.0009%
MFE,2017,1,Passenger Property Loss,336431,0.0003%
MFR,2013,4,Passenger Property Loss,306450,0.0013%
MFR,2013,1,Property Damage,306450,0.0003%
MFR,2013,1,Unknown,306450,0.0003%
MFR,2014,5,Passenger Property Loss,323563,0.0015%
MFR,2015,6,Property Damage,370187,0.0016%
MFR,2015,3,Passenger Property Loss,370187,0.0008%
MFR,2016,1,Property Damage,401469,0.0002%
MFR,2016,1,Passenger Property Loss,401469,0.0002%
MFR,2017,1,Passenger Property Loss,440506,0.0002%
MFR,2017,1,Property Damage,440506,0.0002%
MGM,2013,2,Passenger Property Loss,157958,0.0013%
MGM,2014,1,Property Damage,169764,0.0006%
MGM,2015,1,Passenger Property Loss,175619,0.0006%
MGM,2016,2,Passenger Property Loss,173210,0.0012%
MGM,2017,1,Property Damage,152773,0.0007%
MGM,2017,1,Passenger Property Loss,152773,0.0007%
MGW,2014,1,Property Damage,10676,0.0094%
MHK,2013,1,Passenger Property Loss,65683,0.0015%
MHK,2013,1,Property Damage,65683,0.0015%
MHK,2014,4,Passenger Property Loss,65649,0.0061%
MHK,2014,2,Property Damage,65649,0.0030%
MHK,2015,2,Passenger Property Loss,66263,0.0030%
MHK,2015,1,Property Damage,66263,0.0015%
MHK,2016,4,Passenger Property Loss,63761,0.0063%
MHK,2017,1,Property Damage,68791,0.0015%
MHK,2017,1,Passenger Property Loss,68791,0.0015%
MHT,2013,8,Property Damage,1190082,0.0007%
MHT,2013,6,Passenger Property Loss,1190082,0.0005%
MHT,2013,1,Unknown,1190082,0.0001%
MHT,2014,13,Property Damage,1032964,0.0013%
MHT,2014,9,Passenger Property Loss,1032964,0.0009%
MHT,2015,13,Property Damage,1026349,0.0013%
MHT,2015,7,Passenger Property Loss,1026349,0.0007%
MHT,2016,4,Property Damage,995403,0.0004%
MHT,2017,5,Passenger Property Loss,969229,0.0005%
MHT,2017,3,Property Damage,969229,0.0003%
MHT,2017,1,Motor Vehicle,969229,0.0001%
MIA,2013,255,Passenger Property Loss,19420089,0.0013%
MIA,2013,119,Property Damage,19420089,0.0006%
MIA,2013,5,Personal Injury,19420089,0.0000%
MIA,2013,2,Unknown,19420089,0.0000%
MIA,2013,1,Motor Vehicle,19420089,0.0000%
MIA,2014,196,Passenger Property Loss,19471466,0.0010%
MIA,2014,136,Property Damage,19471466,0.0007%
MIA,2014,3,Personal Injury,19471466,0.0000%
MIA,2015,160,Passenger Property Loss,20986349,0.0008%
MIA,2015,112,Property Damage,20986349,0.0005%
MIA,2015,2,Unknown,20986349,0.0000%
MIA,2015,1,Complaint,20986349,0.0000%
MIA,2015,1,Personal Injury,20986349,0.0000%
MIA,2016,217,Passenger Property Loss,20875813,0.0010%
MIA,2016,143,Property Damage,20875813,0.0007%
MIA,2016,2,Personal Injury,20875813,0.0000%
MIA,2016,2,Employee Loss (MPCECA),20875813,0.0000%
MIA,2016,1,Property Loss,20875813,0.0000%
MIA,2016,1,Complaint,20875813,0.0000%
MIA,2017,211,Passenger Property Loss,20709225,0.0010%
MIA,2017,129,Property Damage,20709225,0.0006%
MIA,2017,1,Complaint,20709225,0.0000%
MIA,2017,1,Unknown,20709225,0.0000%
MIA,2017,1,Motor Vehicle,20709225,0.0000%
MKE,2013,22,Passenger Property Loss,3214811,0.0007%
MKE,2013,9,Property Damage,3214811,0.0003%
MKE,2014,21,Passenger Property Loss,3228607,0.0007%
MKE,2014,15,Property Damage,3228607,0.0005%
MKE,2014,1,Personal Injury,3228607,0.0000%
MKE,2015,19,Passenger Property Loss,3229897,0.0006%
MKE,2015,18,Property Damage,3229897,0.0006%
MKE,2016,19,Passenger Property Loss,3327536,0.0006%
MKE,2016,10,Property Damage,3327536,0.0003%
MKE,2016,1,Personal Injury,3327536,0.0000%
MKE,2017,12,Property Damage,3414477,0.0004%
MKE,2017,11,Passenger Property Loss,3414477,0.0003%
MKE,2017,1,Complaint,3414477,0.0000%
MKG,2013,1,Passenger Property Loss,18020,0.0055%
MKG,2017,1,Passenger Property Loss,17007,0.0059%
MKK,2014,1,Property Damage,79597,0.0013%
MKK,2015,1,Property Damage,90122,0.0011%
MKK,2016,1,Missed Flight,92560,0.0011%
MKK,2017,1,Property Damage,84139,0.0012%
MLB,2013,1,Passenger Property Loss,211702,0.0005%
MLB,2015,2,Property Damage,220393,0.0009%
MLB,2015,1,Passenger Property Loss,220393,0.0005%
MLB,2016,1,Property Damage,220360,0.0005%
MLB,2017,3,Property Damage,221928,0.0014%
MLB,2017,3,Passenger Property Loss,221928,0.0014%
MLI,2013,3,Property Damage,384198,0.0008%
MLI,2013,2,Passenger Property Loss,384198,0.0005%
MLI,2014,3,Property Damage,372526,0.0008%
MLI,2014,3,Passenger Property Loss,372526,0.0008%
MLI,2015,4,Property Damage,368114,0.0011%
MLI,2015,3,Passenger Property Loss,368114,0.0008%
MLI,2016,2,Property Damage,364393,0.0005%
MLI,2016,1,Passenger Property Loss,364393,0.0003%
MLI,2016,1,Missed Flight,364393,0.0003%
MLU,2014,1,Property Damage,120589,0.0008%
MLU,2015,2,Passenger Property Loss,114170,0.0018%
MLU,2016,1,Passenger Property Loss,102342,0.0010%
MLU,2017,1,Property Damage,103547,0.0010%
MMH,2013,3,Passenger Property Loss,30970,0.0097%
MMH,2013,1,Property Damage,30970,0.0032%
MMH,2014,2,Property Damage,25916,0.0077%
MMH,2014,1,Compliment,25916,0.0039%
MMH,2015,2,Property Damage,23504,0.0085%
MMH,2015,1,Passenger Property Loss,23504,0.0043%
MMH,2016,2,Passenger Property Loss,21826,0.0092%
MOB,2013,4,Passenger Property Loss,287661,0.0014%
MOB,2013,1,Property Damage,287661,0.0003%
MOB,2014,5,Property Damage,288376,0.0017%
MOB,2014,2,Passenger Property Loss,288376,0.0007%
MOB,2015,1,Property Damage,278053,0.0004%
MOB,2015,1,Passenger Property Loss,278053,0.0004%
MOB,2016,1,Property Damage,288209,0.0003%
MOB,2017,3,Passenger Property Loss,288222,0.0010%
MOB,2017,2,Property Damage,288222,0.0007%
MOD,2013,1,Passenger Property Loss,11310,0.0088%
MOT,2013,1,Property Damage,220797,0.0005%
MOT,2014,1,Property Damage,219957,0.0005%
MOT,2014,1,Passenger Property Loss,219957,0.0005%
MOT,2015,2,Property Damage,181328,0.0011%
MOT,2015,1,Passenger Property Loss,181328,0.0006%
MOT,2016,2,Property Damage,150634,0.0013%
MRY,2013,2,Passenger Property Loss,205069,0.0010%
MRY,2013,1,Property Damage,205069,0.0005%
MRY,2014,3,Passenger Property Loss,186935,0.0016%
MRY,2014,1,Property Damage,186935,0.0005%
MRY,2016,1,Passenger Property Loss,192136,0.0005%
MRY,2017,1,Property Damage,197099,0.0005%
MSL,2013,1,Property Damage,,
MSL,2014,1,Property Damage,,
MSL,2016,1,Passenger Property Loss,5295,0.0189%
MSN,2013,9,Passenger Property Loss,825702,0.0011%
MSN,2013,7,Property Damage,825702,0.0008%
MSN,2014,4,Property Damage,833634,0.0005%
MSN,2014,4,Passenger Property Loss,833634,0.0005%
MSN,2015,4,Property Damage,826640,0.0005%
MSN,2015,2,Passenger Property Loss,826640,0.0002%
MSN,2016,7,Property Damage,903155,0.0008%
MSN,2016,1,Passenger Property Loss,903155,0.0001%
MSN,2017,9,Property Damage,943363,0.0010%
MSN,2017,2,Passenger Property Loss,943363,0.0002%
MSO,2013,4,Passenger Property Loss,298253,0.0013%
MSO,2013,2,Property Damage,298253,0.0007%
MSO,2014,3,Passenger Property Loss,334948,0.0009%
MSO,2014,1,Property Damage,334948,0.0003%
MSO,2015,2,Passenger Property Loss,350172,0.0006%
MSO,2015,1,Property Damage,350172,0.0003%
MSO,2016,4,Passenger Property Loss,381582,0.0010%
MSO,2017,1,Property Damage,387976,0.0003%
MSP,2013,52,Passenger Property Loss,16280835,0.0003%
MSP,2013,35,Property Damage,16280835,0.0002%
MSP,2013,1,Personal Injury,16280835,0.0000%
MSP,2014,53,Property Damage,16972678,0.0003%
MSP,2014,45,Passenger Property Loss,16972678,0.0003%
MSP,2014,1,Unknown,16972678,0.0000%
MSP,2015,43,Property Damage,17634273,0.0002%
MSP,2015,34,Passenger Property Loss,17634273,0.0002%
MSP,2015,2,Personal Injury,17634273,0.0000%
MSP,2015,1,Unknown,17634273,0.0000%
MSP,2016,42,Passenger Property Loss,18123844,0.0002%
MSP,2016,35,Property Damage,18123844,0.0002%
MSP,2017,37,Passenger Property Loss,18409704,0.0002%
MSP,2017,35,Property Damage,18409704,0.0002%
MSP,2017,1,Personal Injury,18409704,0.0000%
MSP,2017,1,Motor Vehicle,18409704,0.0000%
MSS,2017,1,Passenger Property Loss,4852,0.0206%
MSY,2013,60,Passenger Property Loss,4576539,0.0013%
MSY,2013,27,Property Damage,4576539,0.0006%
MSY,2013,1,Unknown,4576539,0.0000%
MSY,2013,1,Personal Injury,4576539,0.0000%
MSY,2014,42,Passenger Property Loss,4870569,0.0009%
MSY,2014,27,Property Damage,4870569,0.0006%
MSY,2014,1,Personal Injury,4870569,0.0000%
MSY,2014,1,Complaint,4870569,0.0000%
MSY,2015,34,Property Damage,5329711,0.0006%
MSY,2015,32,Passenger Property Loss,5329711,0.0006%
MSY,2015,1,Complaint,5329711,0.0000%
MSY,2015,1,Personal Injury,5329711,0.0000%
MSY,2016,40,Property Damage,5569705,0.0007%
MSY,2016,32,Passenger Property Loss,5569705,0.0006%
MSY,2016,1,Personal Injury,5569705,0.0000%
MSY,2016,1,Motor Vehicle,5569705,0.0000%
MSY,2017,38,Passenger Property Loss,6022318,0.0006%
MSY,2017,25,Property Damage,6022318,0.0004%
MSY,2017,1,Unknown,6022318,0.0000%
MTJ,2013,1,Passenger Property Loss,84579,0.0012%
MTJ,2014,2,Property Damage,90630,0.0022%
MTJ,2015,2,Passenger Property Loss,102756,0.0019%
MTJ,2016,2,Passenger Property Loss,116272,0.0017%
MTJ,2016,1,Property Damage,116272,0.0009%
MTJ,2017,2,Passenger Property Loss,123206,0.0016%
MVY,2013,3,Passenger Property Loss,56313,0.0053%
MVY,2014,4,Passenger Property Loss,52362,0.0076%
MVY,2015,2,Passenger Property Loss,49853,0.0040%
MVY,2015,1,Property Damage,49853,0.0020%
MVY,2016,1,Property Damage,54084,0.0018%
MWA,2013,1,Passenger Property Loss,11241,0.0089%
MWA,2017,2,Passenger Property Loss,11029,0.0181%
MWA,2017,1,Property Damage,11029,0.0091%
MYR,2013,4,Passenger Property Loss,823294,0.0005%
MYR,2013,3,Property Damage,823294,0.0004%
MYR,2014,4,Property Damage,858288,0.0005%
MYR,2014,2,Passenger Property Loss,858288,0.0002%
MYR,2015,5,Property Damage,899859,0.0006%
MYR,2015,2,Passenger Property Loss,899859,0.0002%
MYR,2016,7,Property Damage,944849,0.0007%
MYR,2016,1,Passenger Property Loss,944849,0.0001%
MYR,2017,12,Property Damage,1131959,0.0011%
MYR,2017,4,Passenger Property Loss,1131959,0.0004%
OAJ,2013,3,Property Damage,168828,0.0018%
OAJ,2015,3,Passenger Property Loss,148960,0.0020%
OAJ,2015,2,Property Damage,148960,0.0013%
OAK,2013,53,Passenger Property Loss,4770716,0.0011%
OAK,2013,22,Property Damage,4770716,0.0005%
OAK,2014,55,Passenger Property Loss,5069257,0.0011%
OAK,2014,30,Property Damage,5069257,0.0006%
OAK,2014,1,Unknown,5069257,0.0000%
OAK,2015,39,Passenger Property Loss,5506687,0.0007%
OAK,2015,33,Property Damage,5506687,0.0006%
OAK,2016,35,Passenger Property Loss,5934639,0.0006%
OAK,2016,28,Property Damage,5934639,0.0005%
OAK,2016,1,Personal Injury,5934639,0.0000%
OAK,2016,1,Missed Flight,5934639,0.0000%
OAK,2017,35,Passenger Property Loss,6413842,0.0005%
OAK,2017,21,Property Damage,6413842,0.0003%
OAK,2017,1,Personal Injury,6413842,0.0000%
OAK,2017,1,Unknown,6413842,0.0000%
OGG,2013,36,Passenger Property Loss,2955304,0.0012%
OGG,2013,16,Property Damage,2955304,0.0005%
OGG,2013,1,Unknown,2955304,0.0000%
OGG,2014,22,Property Damage,3019338,0.0007%
OGG,2014,20,Passenger Property Loss,3019338,0.0007%
OGG,2015,20,Passenger Property Loss,3220753,0.0006%
OGG,2015,18,Property Damage,3220753,0.0006%
OGG,2015,1,Unknown,3220753,0.0000%
OGG,2016,27,Passenger Property Loss,3352813,0.0008%
OGG,2016,23,Property Damage,3352813,0.0007%
OGG,2017,24,Property Damage,3442189,0.0007%
OGG,2017,14,Passenger Property Loss,3442189,0.0004%
OGS,2013,1,Property Damage,5392,0.0185%
OGS,2017,2,Passenger Property Loss,22957,0.0087%
OGS,2017,1,Unknown,22957,0.0044%
OKC,2013,12,Passenger Property Loss,1788400,0.0007%
OKC,2013,7,Property Damage,1788400,0.0004%
OKC,2014,8,Passenger Property Loss,1861272,0.0004%
OKC,2014,4,Property Damage,1861272,0.0002%
OKC,2015,10,Property Damage,1803188,0.0006%
OKC,2015,8,Passenger Property Loss,1803188,0.0004%
OKC,2016,8,Passenger Property Loss,1796473,0.0004%
OKC,2016,7,Property Damage,1796473,0.0004%
OKC,2017,8,Property Damage,1894289,0.0004%
OKC,2017,5,Passenger Property Loss,1894289,0.0003%
OLF,2013,1,Passenger Property Loss,2630,0.0380%
OMA,2013,16,Passenger Property Loss,1975339,0.0008%
OMA,2013,13,Property Damage,1975339,0.0007%
OMA,2013,1,Personal Injury,1975339,0.0001%
OMA,2014,17,Passenger Property Loss,2020354,0.0008%
OMA,2014,10,Property Damage,2020354,0.0005%
OMA,2014,1,Complaint,2020354,0.0000%
OMA,2015,9,Property Damage,2046179,0.0004%
OMA,2015,5,Passenger Property Loss,2046179,0.0002%
OMA,2016,16,Property Damage,2127387,0.0008%
OMA,2016,8,Passenger Property Loss,2127387,0.0004%
OMA,2017,7,Property Damage,2243658,0.0003%
OMA,2017,5,Passenger Property Loss,2243658,0.0002%
OME,2013,2,Passenger Property Loss,58020,0.0034%
OME,2013,1,Property Damage,58020,0.0017%
OME,2014,1,Passenger Property Loss,58610,0.0017%
OME,2015,1,Property Damage,59929,0.0017%
OME,2015,1,Passenger Property Loss,59929,0.0017%
OME,2016,1,Property Damage,60655,0.0016%
OME,2016,1,Passenger Property Loss,60655,0.0016%
OME,2017,2,Passenger Property Loss,61651,0.0032%
ONT,2013,17,Passenger Property Loss,1970538,0.0009%
ONT,2013,15,Property Damage,1970538,0.0008%
ONT,2014,13,Passenger Property Loss,2037346,0.0006%
ONT,2014,12,Property Damage,2037346,0.0006%
ONT,2014,1,Personal Injury,2037346,0.0000%
ONT,2015,10,Passenger Property Loss,2089801,0.0005%
ONT,2015,9,Property Damage,2089801,0.0004%
ONT,2016,15,Passenger Property Loss,2104625,0.0007%
ONT,2016,13,Property Damage,2104625,0.0006%
ONT,2017,13,Passenger Property Loss,2247645,0.0006%
ONT,2017,12,Property Damage,2247645,0.0005%
ORD,2013,142,Passenger Property Loss,32317835,0.0004%
ORD,2013,112,Property Damage,32317835,0.0003%
ORD,2013,1,Unknown,32317835,0.0000%
ORD,2014,125,Property Damage,33843426,0.0004%
ORD,2014,118,Passenger Property Loss,33843426,0.0003%
ORD,2014,2,Unknown,33843426,0.0000%
ORD,2014,2,Personal Injury,33843426,0.0000%
ORD,2014,1,Employee Loss (MPCECA),33843426,0.0000%
ORD,2015,117,Property Damage,36305668,0.0003%
ORD,2015,113,Passenger Property Loss,36305668,0.0003%
ORD,2015,2,Personal Injury,36305668,0.0000%
ORD,2015,2,Employee Loss (MPCECA),36305668,0.0000%
ORD,2015,2,Unknown,36305668,0.0000%
ORD,2016,112,Passenger Property Loss,37589899,0.0003%
ORD,2016,101,Property Damage,37589899,0.0003%
ORD,2016,3,Personal Injury,37589899,0.0000%
ORD,2016,3,Missed Flight,37589899,0.0000%
ORD,2016,1,Complaint,37589899,0.0000%
ORD,2017,132,Passenger Property Loss,38593028,0.0003%
ORD,2017,110,Property Damage,38593028,0.0003%
ORD,2017,2,Unknown,38593028,0.0000%
ORD,2017,1,Missed Flight,38593028,0.0000%
ORD,2017,1,Complaint,38593028,0.0000%
ORD,2017,1,Personal Injury,38593028,0.0000%
ORD,2017,1,Passenger Theft,38593028,0.0000%
ORF,2013,17,Passenger Property Loss,1560754,0.0011%
ORF,2013,6,Property Damage,1560754,0.0004%
ORF,2013,1,Personal Injury,1560754,0.0001%
ORF,2014,10,Passenger Property Loss,1488114,0.0007%
ORF,2014,4,Property Damage,1488114,0.0003%
ORF,2015,13,Passenger Property Loss,1515200,0.0009%
ORF,2015,12,Property Damage,1515200,0.0008%
ORF,2016,16,Passenger Property Loss,1602631,0.0010%
ORF,2016,10,Property Damage,1602631,0.0006%
ORF,2016,1,Property Loss,1602631,0.0001%
ORF,2016,1,Personal Injury,1602631,0.0001%
ORF,2017,25,Passenger Property Loss,1694329,0.0015%
ORF,2017,14,Property Damage,1694329,0.0008%
ORF,2017,1,Unknown,1694329,0.0001%
ORH,2013,1,Passenger Property Loss,8007,0.0125%
ORH,2014,1,Property Damage,57818,0.0017%
ORH,2014,1,Passenger Property Loss,57818,0.0017%
ORH,2015,1,Property Damage,59624,0.0017%
ORH,2016,1,Passenger Property Loss,57800,0.0017%
OTH,2014,1,Property Damage,15080,0.0066%
OTH,2015,2,Passenger Property Loss,16207,0.0123%
OTH,2016,1,Property Damage,14719,0.0068%
OTH,2017,2,Property Damage,12971,0.0154%
OTZ,2015,1,Passenger Property Loss,66503,0.0015%
OTZ,2016,1,Passenger Property Loss,64481,0.0016%
OWB,2013,2,Passenger Property Loss,21751,0.0092%
PAH,2013,1,Property Damage,20523,0.0049%
PAH,2017,1,Passenger Property Loss,20910,0.0048%
PBG,2013,1,Property Damage,151235,0.0007%
PBG,2015,1,Passenger Property Loss,131600,0.0008%
PBG,2016,1,Passenger Property Loss,129622,0.0008%
PBG,2017,1,Property Damage,139398,0.0007%
PBI,2013,35,Passenger Property Loss,2844507,0.0012%
PBI,2013,22,Property Damage,2844507,0.0008%
PBI,2013,1,Unknown,2844507,0.0000%
PBI,2014,25,Passenger Property Loss,2926242,0.0009%
PBI,2014,19,Property Damage,2926242,0.0006%
PBI,2014,1,Personal Injury,2926242,0.0000%
PBI,2015,26,Passenger Property Loss,3113591,0.0008%
PBI,2015,13,Property Damage,3113591,0.0004%
PBI,2015,1,Personal Injury,3113591,0.0000%
PBI,2016,26,Property Damage,3100624,0.0008%
PBI,2016,21,Passenger Property Loss,3100624,0.0007%
PBI,2017,25,Passenger Property Loss,3110450,0.0008%
PBI,2017,20,Property Damage,3110450,0.0006%
PBI,2017,1,Personal Injury,3110450,0.0000%
PDT,2013,1,Passenger Property Loss,4105,0.0244%
PDX,2013,69,Passenger Property Loss,7452603,0.0009%
PDX,2013,34,Property Damage,7452603,0.0005%
PDX,2013,1,Personal Injury,7452603,0.0000%
PDX,2013,1,Unknown,7452603,0.0000%
PDX,2014,51,Passenger Property Loss,7878760,0.0006%
PDX,2014,34,Property Damage,7878760,0.0004%
PDX,2014,1,Motor Vehicle,7878760,0.0000%
PDX,2015,36,Passenger Property Loss,8340252,0.0004%
PDX,2015,29,Property Damage,8340252,0.0003%
PDX,2015,2,Personal Injury,8340252,0.0000%
PDX,2015,1,Employee Loss (MPCECA),8340252,0.0000%
PDX,2016,37,Passenger Property Loss,9071154,0.0004%
PDX,2016,31,Property Damage,9071154,0.0003%
PDX,2016,1,Personal Injury,9071154,0.0000%
PDX,2016,1,Complaint,9071154,0.0000%
PDX,2017,46,Passenger Property Loss,9435473,0.0005%
PDX,2017,29,Property Damage,9435473,0.0003%
PDX,2017,2,Personal Injury,9435473,0.0000%
PFN,2013,1,Property Damage,,
PFN,2014,1,Property Damage,,
PFN,2016,1,Passenger Property Loss,,
PGA,2014,1,Property Damage,21616,0.0046%
PGD,2013,1,Passenger Property Loss,171121,0.0006%
PGD,2014,3,Property Damage,336905,0.0009%
PGD,2014,2,Passenger Property Loss,336905,0.0006%
PGD,2015,3,Property Damage,421162,0.0007%
PGD,2015,2,Passenger Property Loss,421162,0.0005%
PGD,2016,2,Passenger Property Loss,558482,0.0004%
PGD,2017,1,Property Damage,643563,0.0002%
PGV,2013,1,Passenger Property Loss,60020,0.0017%
PGV,2014,2,Passenger Property Loss,60547,0.0033%
PGV,2015,1,Passenger Property Loss,55017,0.0018%
PGV,2016,2,Passenger Property Loss,47457,0.0042%
PGV,2017,1,Passenger Property Loss,51966,0.0019%
PGV,2017,1,Property Damage,51966,0.0019%
